Rank,Song,Artist,Year,Lyrics,Source,Label,Ownership
48,slip slidin away,paul simon,1978,slip slidin away slip slidin away you know the nearer your destination the more youre slip slidin awayi know a man he came from my home town he wore his passion for his woman like a thorny crown he said delores i live in fear my love for yous so overpowering im afraid that i will disappear slip slidin away slip slidin away you know the nearer your destination the more youre slip slidin away i know a woman became a wife these are the very words she uses to describe her life she said a good day aint got no rain she said a bad days when i lie in bed and think of things that might have been slip slidin away slip slidin away you know the nearer your destination the more youre slip slidin awayand i know a father who had a son he longed to tell him all the reasons for the things hed done he came a long way just to explain he kissed his boy as he lay sleeping then he turned around and headed home again hes slip slidin slip slidin away you know the nearer your destination the more youre slip slidin away god only knows god makes his plan the informations unavailable to the mortal man we work our jobs collect our pay believe were gliding down the highway when in fact were slip slidin awayslip slidin away slip slidin away you know the nearer your destination the more youre slip slidin awayslip slidin away slip slidin away you know the nearer your destination the more youre slip slidin away mmm,1,Heartbreak,Anusha
53,my angel baby,toby beau,1978,weve got trouble somethings just not right just this mornin you cried about last night you said that somethins bound to break this time whats breakin is my heart i can read between the lines its tearin me apart youve got leavin on your mind but youre my angel baby yes youre my angel baby oh youre my angel baby for the rest of the night do you remember how it used to be lovin was easier when you were lovin me i guess you found someone and now i find whats breakin is my heart youve got leavin on your mind but youre my angel baby yes youre my angel baby oh youre my angel baby for the rest of the night whats breakin is my heart i can read between the lines its tearin me apart youve got leavin on your mind but youre my angel baby for the rest of the night angel baby the rest of the night angel baby angel baby the rest of the night angel baby the rest of the night angel baby the rest of the night,3,Heartbreak,Anusha
54,disco inferno,the trammps,1978,burn baby burn burn baby burn burn baby burn burn baby burnto my surprise one hundred stories high people getting loose yall getting down on the roof folks are screaming out of control it was so entertaining when the boogie started to explode i heard somebody say burn baby burn disco inferno burn baby burn burn that mother down burn baby burn disco inferno burn baby burn burn that mother down satisfaction came in a chain reaction burnin i couldnt get enough so i had to self destruct the heat was on rising to the top everybody going strong and that is when my spark got hot i heard somebody say burn baby burn disco inferno burn baby burn burn that mother down yall burn baby burn disco inferno burn baby burn burn that mother downup above my head i hear music in the air that makes me know theres a party somewhere satisfaction came in a chain reaction burnin i couldnt get enough so i had to self destruct the heat was on rising to the top everybody going strong and that is when my spark got hot i heard somebody sayburn baby burn disco inferno burn baby burn burn that mother down burn baby burn disco inferno burn baby burn burn that mother downburn baby burn burn baby burn burn that mother down burn baby burn disco inferno burn baby burn burn that mother down just cant stop when my spark gets hot just cant stop when my spark gets hotjust cant stop when my spark gets hot just cant stop when my spark gets hot just cant stop when my spark gets hot when my spark gets hotjust cant stop when my spark gets hot just cant stop when my spark gets hot just cant stop when my spark gets hot just cant stop when my spark gets hot just cant stop when my spark gets hot just cant stop when my spark gets hot just cant stop when my spark gets hot just cant stop when my spark gets hot just cant stop when my spark gets hot just cant stop when my spark gets hotburn baby burn disco inferno burn baby burn burn that mother down burn baby burn disco inferno burn baby burn burn that mother down burn baby burn burn baby burn burn that mother down burn baby burn disco inferno,1,Heartbreak,Anusha
64,shame,evelyn champagne king,1978,jh fitch and r crossshame burning you keep my whole body yearning you got me so confused its a shame sometimes i think im going insane but still i want to stay wrapped in your arms is where i want to be i want to be want to be wrapped in your arms thats my high my highshame ooh my mother says youre playing a game and what you do to me is a shame ooh gonna love you just the same mama just dont understand wrapped in your arms is where i want to be i want to be want to be wrapped in your arms thats my high my high i cant get enough ooh baby enough of that magic touch love is in my heart tearing the rules apart so why should i be ashamed only love can be to blame if we lose our love its a shame ooh i wouldnt want to live with the pain gonna stay forever wrapped in your arms is where i want to be i want to be want to be wrapped in your arms thats my high my high only love can be to blame if we lose our love its a shame ooh i wouldnt want to live with the pain gonna stay forever oh its a shame shame,1,Heartbreak,Anusha
71,dont it make my brown eyes blue,crystal gayle,1978,dont know when ive been so blue dont know whats come over you youve found someone new and dont it make my brown eyes blueill be fine when youre gone ill just cry all night long say it isnt true and dont it make my brown eyes bluetell me no secrets tell me some lies give me no reasons give me alibis tell me you love me and dont let me cry say anything but dont say goodbyei didnt mean to treat you bad didnt know just what i had but honey now i do and dont it make my brown eyes dont it make my brown eyes dont it make my brown eyes blue,1,Heartbreak,Anusha
78,sentimental lady,bob welch,1978,you are here and warm but i could look away and youd be gone cause we live in a time when meaning falls in splinters from our lives and thats why ive traveled far cause i come so together where you areand all of the things that i said that i wanted come rushing by in my head when im with you 14 joys and a will to be merry and all of the things that they say are verysentimental gentle wind blowing through my life again sentimental lady gentle onenow you are here today but easily you might just go away cause we live in a time when paintings have no color words dont rhyme and thats why ive traveled far cause i come so together where you areand all of the things that i said that i wanted come rushing by in my head when im with you 14 joys and a will to be merry all of the things that we say are very sentimental gentle wind blowing through my life again sentimental lady gentle one you are here and warm but i could look away and youd be gone cause we live in a time when meaning falls in splinters from our lives and thats why ive traveled far cause i come so together where you are yes and all of the things that i said that i wanted come rushing by in my head when im with you 14 joys and a will to be merry all of the things that they say are very sentimental gentle wind blowing through my life again sentimental lady gentle onesentimental gentle wind blowing through my life again sentimental lady gentle one,1,Heartbreak,Anusha
98,were all alone,rita coolidge,1978,outside the rain begins and it may never end so cry no more on the shore a dream will take us out to sea forever more forever more close your eyes and dream and you can be with me neath the waves through the caves of ours long forgotten now were all alone were all aloneclose the window calm the light and it will be all right no need to bother now let it out let it all begin learn how to pretendonce a storys told it cant help but grow old roses do lovers too so cast your seasons to the wind and hold me dear oh hold me dear close the window calm the light and it will be all right no need to bother now let it out let it all begin alls forgotten now were all aloneoh were all aloneclose the window calm the light and it will be all right no need to bother now let it out let it all begin owe it to the wind my love,1,Heartbreak,Anusha
6,i will survive,gloria gaynor,1979,at first i was afraid i was petrified thinking i couldnt live without you by my side and ive been spending nights thinking how you did me wrong and i grew strong and i learned how to get along and now youre back from outer space and i find you here with that sad look upon your face i should have changed that stupid lock oh made you leave your key if ive known for a second youd be back to bother me go on now go walk out the door turn around now youre not welcome anymore youre the one who tried to hurt me with goodbye do you think id crumble did you think id lay down and die no not i i will survive long as i know how to love i know ill stay alive ive got all my life to live and all my love to give and ill survive i i i will survive it took all my strength not to fall apart trying without my mind to mend my broken heart i spent so many nights feeling sorry for myself how i cried but now i hold my head up high and you see me somebody new im not that lonely little person whos still in love with you now you come dropping in expecting me to be free now im saving all my lovin for someone whos loving me go on now walk out the door turn around now youre not welcome anymore youre the one who tried to hurt me with goodbye think id might crumble did you think id lay down and dieno not i i will survive long as i know how to love i know ill stay alive ive got my life to live and all my love to give and ill survive i i i will survive go and go walk out the door turn around now youre not welcome anymore youre the one who tried to hurt me with goodbye do you think id crumble did you think id lay down and dieno not i i will survive long as i know how to love i know ill stay alive ive got all my life to live and all my love to give and ill survive i i i will survive it took all my strength not to fall apart trying without my mind to mend my broken heart i spent so many nights feeling sorry for myself how i cried now i hold my head up high and you see me somebody new not that lonely little person whos still in love with you now you come dropping in expecting me to be free but im saving all my lovin for someone whos loving me go on and go walk out the door turn around now youre not welcome anymore youre the one who tried to hurt me with goodbye think id might crumble did you think id lay down and dieno not i i will survive long as i know how to love i know ill stay alive ive got my life to live and all my love to give and ill survive i i i will survive go on and go walk out the door turn around now youre not welcome anymore youre the one who tried to hurt me with goodbye,1,Heartbreak,Anusha
10,sad eyes,robert john,1979,looks like its over you knew i couldnt stay shes comin home today we had a good thing ill miss your sweet love why must you look at me that way its oversad eyes turn the other way i dont wanna see you cry sad eyes you knew thered come a day when we would have to say goodbyetry to remember the magic that we shared in time your broken heart will mend i never used you you knew i really cared i hate to see it have to end but its oversad eyes turn the other way i dont wanna see you cry sad eyes you knew thered come a day when we would have to say goodbye instrumental interlude sad eyes you knew thered come a day when we would have to say goodbye sad eyes turn the other way turn the other way i dont wanna see you cry cry cry cry sad eyes you knew thered come a day heeeey when we would have to say goodbye sad eyes,1,Heartbreak,Anusha
15,fire,the pointer sisters,1979,pointer sisters miscellaneous fire im ridin in your car you turn on the radio  youre pullin me close i just say no  i say i dont like it but you know im a liar cause when we kiss ooh fire  late at night youre takin me home  you say you wanna stay i say i wanna be alone  i say i dont love you but you know im a liar  cause when we kiss ooh fire  bridge  you had a hold on me right from the start  a grip so tight i couldnt tear it apart  my nerves all jumpin actin like a fool  well your kisses they burn but my heart stays cool  well romeo and juliet samson and delilah  baby you can bet a love they couldnt deny  my words say split but my words they lie  cause when we kiss ooh fire  lead break  ooh fire  kisses like fire  burn me up with fire i like what youre doin now fire touchin me fire touchin me burnin me fire take me home fade,3,Heartbreak,Anusha
16,tragedy,bee gees,1979,here i lie in a lost and lonely part of town held in time in a world of tears i slowly drown goin home i just cant make it all alone i really should be holding you holding you loving you loving you tragedy when the feelings gone and you cant go on its tragedy when the morning cries and you dont know why its hard to bear with no one to love you youre goin nowhere tragedy when you lose control and you got no soul its tragedy when the morning cries and you dont know why its hard to bear with no one beside you youre goin nowherenight and day theres a burning down inside of me burning love with a yearning that wont let me be down i go and i just cant take it all alone i really should be holding you holding you loving you loving you tragedy when the feelings gone and you cant go on its tragedy when the morning cries and you dont know why its hard to bear with no one to love you youre goin nowhere tragedy when you lose control and you got no soul its tragedy when the morning cries and you dont know why its hard to bear with no one beside you youre goin nowhere tragedy when the feelings gone and you cant go on its tragedy when the morning cries and you dont know why its hard to bear with no one to love you youre goin nowhere tragedy when you lose control and you got no soul its tragedy when the morning cries and you dont know why its hard to bear with no one beside you youre goin nowhere tragedy when the feelings gone and you cant go on its tragedy when the morning cries and you dont know why its hard to bear with no one to love you youre goin nowhere tragedy when you lose control and you got no soul its tragedy when the morning cries and your heart just dies its hard to bear with no one beside you youre goin nowhere tragedy when the feelings gone and you cant go on its tragedy when the morning cries and you dont know why its hard to bear with no one to love you youre goin nowhere tragedy,1,Heartbreak,Anusha
17,a little more love,olivia newtonjohn,1979,night is draggin her feet i wait alone in the heat i know know that you have your way till you have to go home no is a word i cant say cause it gets me nowhere to tell you no and it gets me nowhere to make you go will a little more love make you start depending will a little more love bring a happy ending will a little more love make it right will a little more love make it right where where did my innocence go how how was a young girl to know im trapped trapped in the spell of your eyes in the warmth of your arms in the web of your liesbut it gets me nowhere to tell you no and it gets me nowhere to make you go will a little more love make you start depending will a little more love bring a happy ending will a little more love make it right will a little more love make it right gets me nowhere to tell you no it gets me nowhere to make you go will a little more love make you start depending will a little more love bring a happy ending will a little more love make it right will a little more love make it right gets me nowhere to tell you no it gets me nowhere to make you go will a little more love make you start depending will a little more love bring a happy ending will a little more love make it right will a little more love make it rightgets me nowhere to tell you no,1,Heartbreak,Anusha
79,thats rock n roll,shaun cassidy,1977,when i was sixteen and sick of school i didnt know what i wanted to do i bought a guitar i sang my heart out thats rock n roll i played at parties played at bars i spent my money buyin new guitars i screamed my heart out but how i loved it thats rock n roll come on everybody get down and get with it come on everybody get down and get with it come on everybody get down and get with it thats rock n roll and if you feel it clap your hands youll see some sweat from the boys in the band just get the rhythm and let it fill ya thats rock n roll come on everybody get down and get with it come on everybody get down and get with it come on everybody get down and get with it thats rock n roll,5,Party,Anusha
84,high school dance,the sylvers,1977,remember back in high school when you couldnt wait for the very first dance you lay your homework was the rule and just thinkin bout the music puts you in a trance you never have to worry if you save your lunch money so youll have the chance to get your ticket in a hurry for the high school dance dance to the beat of the band were gonna dance at the high school dance boogie to the beat of the band ooh boogie to the high school dance dance to the beat of the band were gonna dance at the high school dance boogie to the beat of the band ooh boogie to the high school dance it only costs a dollar to dance to the music with the one you love best uh huh it makes you wanna holler ooh the music sounds good you just dont want to rest and then they turn the lights down so you can slow dance or sneak a little romance all the baddest sit around talkin bout the high school dancedance to the beat of the band were gonna dance at the high school dance boogie to the beat of the band ooh boogie to the high school dancedance to the beat of the band were gonna dance at the high school dance boogie to the beat of the band ooh boogie to the high school dance dance at the high school danceit only costs a dollar to dance to the music with the one you love best yeah it makes you wanna holler ooh the music sounds good you just dont want to rest yeah and then they turn the lights down so you can slow dance or sneak a little romance yeah yeah all the baddest sit around talkin bout the high school dance dance to the beat of the band were gonna dance at the high school dance boogie to the beat of the band ooh boogie to the high school dance dance to the beat of the band were gonna dance at the high school dance boogie to the beat of the band ooh boogie to the high school dance dance at the high school dance ooh dance at the high school dance,1,Party,Anusha
86,aint gonna bump no more with no big fat woman,joe tex,1977,three nights ago i was at a disco man i wanted to bump i was rarin to go and this big fat woman bumped me on the floor she was rarin to go that chick was rarin to go then she did a dip almost broke my hip she was gettin down that chick was gettin down she wanted to bump some more but i told her no you done knocked me down once you done knocked me down once said if you want to dance find you a big fat man yall both can get on down yall both can get on down huh chorus i aint gonna bump no more with no big fat woman i aint gonna bump no more with no big fat woman i aint gonna bump no more with no big fat woman i aint gonna bump no more with no big fat woman lord i aint gonna bump no more with no big fat woman i aint gonna bump no more with no big fat woman i aint gonna bump no more with no big fat woman i aint gonna bump no more with no big fat woman somebody take her shes too big for me shell knock me down she came over to me snatched me out of my seat she wanted to get on down still wanted to get on down i told her to go on and leave me alone i aint gettin down you done hurt my hip once i know what youll do i aint gonna bump with you i dont feel like gettin down dont feel like gettin down she just shook her head at every word i said she wanted to get on down that woman wanted to get on down she did that dip again and i hit the floor again she was gettin down lord that woman was gettin down chorus somebody take her i dont want her she done hurt my hip she done knocked,5,Party,Anusha
93,boogie nights,heatwave,1977,boogie nights oh boogie nights ohboogie nights boogie nightsboogie nights aint no doubt we are here to party boogie nights come on now got to get it started dance with the boogie get high cause boogie nights are always the best in town got to keep on dancing keep on dancing got to keep on dancing keep on dancingboogie nights get that groove let it take you higher boogie nights make it move set this place on firedance with the boogie get high cause boogie nights are always the best in town got to keep on dancing keep on dancing got to keep on dancing keep on dancingparty night can you show that you know how to do it boogie nights do it do it party night settle down with the sound of the music boogie night music music boogie nights feels so right when you got the feeling boogie nights hold it tight get to keep on dealing dance with the boogie get high cause boogie nights are always the best in town got to keep on dancing keep on dancing got to keep on dancing keep on dancing boogie nights boogie nights boogie nights boogie nightsdance with the boogie get high cause boogie nights are always the best in town got to keep on dancing keep on dancing got to keep on dancing keep on dancing boogie nights oh boogie nights oh boogie nights oh boogie nights oh boogie nights oh boogie nights oh boogie nights oh,1,Party,Anusha
4,stayin alive,bee gees,1978,well you can tell by the way i use my walk im a womans man no time to talk music loud and women warm ive been kicked around since i was born and now its all right its ok and you may look the other way we can try to understand the new york times effect on man whether youre a brother or whether youre a mother youre stayin alive stayin alive feel the city breakin and everybody shakin and were stayin alive stayin alive ah ha ha ha stayin alive stayin alive ah ha ha ha stayin alivewell now i get low and i get high and if i cant get either i really try got the wings of heaven on my shoes im a dancin man and i just cant lose you know its all right its ok ill live to see another day we can try to understand the new york times effect on man whether youre a brother or whether youre a mother youre stayin alive stayin alive feel the city breakin and everybody shakin and were stayin alive stayin alive ah ha ha ha stayin alive stayin alive ah ha ha ha stayin alivelife goin nowhere somebody help me somebody help me yeah life goin nowhere somebody help me yeah well you can tell by the way i use my walk im a womans man no time to talk music loud and women warm ive been kicked around since i was born and now its all right its ok and you may look the other way we can try to understand the new york times effect on manwhether youre a brother or whether youre a mother youre stayin alive stayin alive feel the city breakin and everybody shakin and were stayin alive stayin alive ah ha ha ha stayin alive stayin alive ah ha ha ha stayin alivelife goin nowhere somebody help me somebody help me yeah life goin nowhere somebody help me yeah im stayin alive,1,Party,Anusha
9,boogie oogie oogie,a taste of honey,1978,if youre thinkin youre too cool to boogie boy oh boy have i got news for you everybody here tonight must boogie let me tell ya you are no exception to the ruleget on up on the floor cause were gonna boogie oogie oogie till you just cant boogie no more ah boogie boogie no more you cant boogie no more ah boogie boogie no more listen to the musictheres no time to waste lets get the show on the road listen to the music and let your body flow the sooner we break down the longer we got to groove listen to the music and let your body move now get on up on the floor cause were gonna boogie oogie oogie till you just cant boogie no more ah boogie boogie no more you cant boogie no more ah boogie boogie no more listen to the music,1,Party,Anusha
20,dance dance dance yowsah yowsah yowsah,chic,1978,dance dance dance dance keep on dancin dance dance dance dancewere just dancin to the beat feel the heat im movin my feet headed towards the floor gonna get down a get down some more rumba and tango latin hustle too yowsah yowsah yowsah i wanna boogie with you bop bop bop bop bow bop bop bop bop bow bop bop bop bop bow bop bop bop bop bowooh what a treat feels so sweet ahh that body heat when im dancin with my baby drives me crazy makes me hazyrumba and tango latin hustle too yowsah yowsah yowsah i wanna boogie with youbop bop bop bop bow bop bop bop bop bow bop bop bop bop bow bop bop bop bop bowdance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance keep on keep on dance dance dance dance keep on dancing dance dance dance dance keep on keep on dance dance dance dancedance dance dance dance keep on keep on dance dance dance dance keep on dancingdance dance dance dance keep on keep on dance dance dance dance dance dance dance dance keep on keep on dance dance dance dance keep on dancingdance dance dance dance keep on keep on dance dance dance danceooh what a treat feels so sweet ahh that body heat when im dancin with my baby drives me crazy makes me hazy rumba and tango latin hustle too yowsah yowsah yowsah i wanna boogie with youbop bop bop bop bow bop bop bop bop bow bop bop bop bop bow bop bop bop bop bowdance dance dance dance keep on keep on dance dance dance dance keep on dancing dance dance dance dance keep on keep on dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance,1,Party,Anusha
29,dance with me,peter brown,1978,you gotta keep on makin me high you gotta keep on makin me high you gotta keep on makin me high you gotta keep on makin me high if youre feeling sad and blue come on ?n dance with me i can make your dreams come true come on n dance with me ladies get up off your seats come on n dance with me gentlemen get on your feet come on n dance with me say the word and ill summon the band with my hand let your mind and your body be free dance with me you gotta keep on makin me high you gotta keep on makin me high if you feel that you like what you see dance with me you gotta keep dancin ?cause its makin me high you gotta keep keep dancin you gotta keep dancin ?cause its makin me high you gotta keep keep dancin you gotta keep on makin me high you gotta keep on makin me high you gotta keep on makin me high you gotta keep on makin me high if youre feeling sad and blue come on n dance with me i can make your dreams come true come on n dance with me say the word and ill summon the band with my hand let your mind and your body be free dance with me you gotta keep on makin me high you gotta keep on you gotta keep on makin me high you gotta keep on let your mind and your body be free dance with me,3,Party,Anusha
36,hot blooded,foreigner,1978,well im hot blooded check it and see i got a fever of a hundred and three come on baby do you do more than dance im hot blooded im hot blooded you dont have to read my mind to know what i have in mind honey you oughta know now you move so fine let me lay it on the line i wanna know what youre doin after the shownow its up to you we can make a secret rendezvous just me and you ill show you lovin like you never knewthats why im hot blooded check it and see i feel a fever burning inside me come on baby do you do more than dance im hot blooded im hot blooded im hotnow its up to you can we make a secret rendezvous oh before we do you have to get away from you know who well im hot blooded check it and see i got a fever of a hundred and three come on baby do you do more than dance im hot blooded im hot blooded hot blooded im a little bit high hot blooded youre a little bit shy hot blooded youre making me sing hot blooded for your sweet sweet thing,1,Party,Anusha
41,short people,randy newman,1978,short people got no reason short people got no reason short people got no reason to livethey got little hands little eyes they walk around tellin great big lies they got little noses and tiny little teeth they wear platform shoes on their nasty little feet well i dont want no short people dont want no short people dont want no short people round here short people are just the same as you and i a fool such as i all men are brothers until the day they die its a wonderful world short people got nobody short people got nobody short people got nobody to lovethey got little baby legs that stand so low you got to pick em up just to say hello they got little cars that got beep beep beep they got little voices goin peep peep peep they got grubby little fingers and dirty little minds theyre gonna get you every time well i dont want no short people dont want no short people dont want no short people round here,1,Party,Anusha
49,the groove line,heatwave,1978,pack your grip takin you on a trip aint no seats all we gots dancin feet leave you worries behind cause rain shine wont mind were ridin on the groove line tonight get this train know youll be glad you came hit the track party hard there and back leave you worries behind cause rain shine dont mind were ridin on the groove line tonight check out the wheels are turnin you know we wont stop we got this boiler burnin were keepin it hot so grab your friends get the train comin through climb on board where you leaves up to you leave you worries behind cause rain shine dont mind were ridin on the groove line tonight leave you worries behind cause rain shine dont mind were ridin on the groove line tonight check out the wheels are turnin you know we wont stop we got this boiler burnin were keepin it hot so grab your friends get the train comin through climb on board where you leaves up to you leave you worries behind cause rain shine dont mind were ridin on the groove line tonight cause rain shine dont mind were ridin on the groove line tonight rain shine dont mind were ridin on the groove line tonight grab your friends get the train comin through climb on board where you leaves up to you leave you worries behind cause rain shine dont mind were ridin on the groove line tonight cause rain shine dont mind were ridin on the groove line tonight cause rain shine dont mind were ridin on the groove line tonight cause rain shine dont mind were ridin on the groove line tonight cause rain shine dont mind were ridin on the groove line tonight cause rain shine dont mind were ridin on the groove line tonight,1,Party,Anusha
65,reminiscing,little river band,1978,friday night it was late i was walking you home we got down to the gate i was dreaming of the night would it turn out right how to tell you girl i want to build my world around you wanna tell you that its true i wanna make you understand im talking about a lifetime plan well thats the way it began we were handin hand glen millers band was better than before we yelled and screamed for more and those porters tunes made us dance across the room it ended all too soon on the way back home i promised youd never be alone hurry dont be late i cant hardly wait i said to myself when were old well go dancing in the dark walking through the park and reminiscing friday night it was late i was walking you home we got down to the gate i was dreaming of the night would it turn out right now as the years roll on each time we hear our favourite song the memories come along older times were missing spending the hours reminiscing,1,Party,Anusha
70,whats your name,lynyrd skynyrd,1978,well its eight oclock in boise idaho ill find my limo driver mister take us to the show i done made some plans for later on tonight ill find a little queen and i know i can treat her right whats your name little girl whats your name shootin you straight little girl wont you do the sameback at the hotel lord we got such a mess it seems that one of the crew had a go with one of the guests oh yes well the police said we cant drink in the bar what a shame wont you come upstairs girl and have a drink of champagne whats your name little girl whats your name shootin you straight little girl for there aint no shame whats your name little girl whats your name shootin you straight little girl wont you do the same awh yeah whats your name little girl whats your name shootin you straight little girl wont you do the samenine oclock the next day and im ready to go i got six hundred miles to ride to do one more show oh no can i get you a taxi home it sure was grand when i come back here next year i want to see you againwhat was your name little girl whats your name shootin you straight little girl well there aint no shame what was your name little girl whats your name shootin you straight little girl wont you do the same woo,1,Party,Anusha
85,get off,foxy,1978,ooh ooh ooh ooh ooh ooh ooh ooh ooooooohyeah get off music may ease and end all discretion so we can get off we keep under the sheets with two lovelys so we can get off said i hope that we get the promise ladies and make me get off take it from girls with our imagination so we can get offcall me up at your place i can love you crazy in the heat you will understand danger and excitement thats what makes a lady find out what she wants in a man to get off get off to get off to get off to get off to get off to get off to get get off ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooooooohlookin through that dress that drive me crazy and makes me get off sensuality excites my mind it makes get off if i were you id get a good perspective on how to get off love me wild and love me crazy so we can get offcall me up at your place i can love you crazy in the heat you will understand danger and excitement thats what makes a lady find out what she wants in a man to get off to get off to get off to get off to get off to get off to get off to get get off ooh ooh ooh ooh ooh ooh ooh ooh ooooooohooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooooooohlookin through that dress that drive me crazy and makes me get off sensuality excites my mind it makes get off if i were you id get a good perspective for sure on how to get off love me wild and love me crazy so we can get offcall me up at your place i can love you crazy in the heat you will understand danger and excitement thats what makes a lady find out what she wants in a man to get off to get off to get off to get off to get off to get off to get off to get get off ooh ooh ooh ooh ooh ooh ooh ooh ooooooohget offso get off to get off to get off to get get off get off to get off to get off get off so get off get off to get off to get get off get off to get off get off get offto get off to get off to get off to get get off get off get off get off to get off get off to get off get off get get off get off get off so get off just get off get off get off get off,1,Party,Anusha
88,i love the nightlife,alicia bridges,1978,i love the nightlife i got to boogie on the disco round oh yeah oh i love the nightlife i got to boogie on the disco round oh yeah please dont talk about love tonight please dont talk about sweet love please dont talk about bein true and all the trouble weve been through ah please dont talk about all of the plans we had for fixin this broken romance i want to go where the people dance i want some action i want to live action i got so much to give i want to give it i want to get some too oh i oh i i love the nightlife i got to boogie on the disco round oh yeah oh i love the nightlife i got to boogie on the disco round oh yeah please dont talk about love tonight your sweet talkin wont make it right love and lies just bring me down when youve got women all over town you can love them all and when youre through maybe thatll make huh a man out of you i got to go where the people dance i want some action i want to live action i got so much to give i want to give it i want to get some too oh i i love the nightlife i got to boogie on the disco round oh yeah oh i love the night life i got to boogie on the disco round oh yeah oh i love the nightlife i got to boogie on the disco round yeah oh i love the night life i got to boogie on the disco round yeah oh i love the nightlife i got to boogie on the disco round oh yeah oh i love the night life i got to boogie on the disco round yeah oh i love the nightlife i got to boogie on the disco round oh yeah,3,Party,Anusha
92,flash light,parliament,1978,now i lay me down to sleep ooh i just cant find a beat flash light ohh i will never dance flash light flash light flash lightha da da dee da hada hada da daoh its no useflash light red light neon light ooh stop lightnow i lay me down to sleep i guess ill go count the sheep oh but i will never danceoh dont make me do it dance sucker ooh ha ha oww get himmost of all he needs the funk shine it help him find the funk ha funk it most of all he needs the funk help him find the funk get him most of all he needs the funk i know we can get him help him find the funk ho most of all he needs the funk ha dont help him find the funk i know you will dance sucker most of all he needs the funk shine the spotlight on him help him find the funk oh funk meha da da dee da hada hada da da dance nose you know you on my funk street oh funk me ha da da dee da hada hada da da get on down nose i like it dance thenflash light flash light oh ho ho spot light  spot light neon light neon light street light street lightoh ho ha haeverybodys got a little light under the sunshinin on the funk shinin on the funkmost of all he need the funk ha da da dee da hada hada da da help him find the funk most of all he need the funk help him find the funk most of all he need the funk help him find the funk most of all he need the funk help him find the funkha da da dee da hada hada da da oh flash light flash light flash light flash light flash light flash light flash light oh flash light flash light oh flash light spot light spot light neon light ooooh neon light flash light ooh flash light ho stop light stop light now i lay me down to sleep i guess ill go count the sheep ha da da dee da hada hada da da oh shake your funk ha da da dee da hada hada da da shake your funk ha da da dee da hada hada da da shake your rump ha da da dee da hada hada da da ho i think i found the funkflash light flash light day light day light spot light spot light red light ohhh hooo red light everybodys got a little light under the sunha da da dee da hada hada da da ha da da dee da hada hada da da ha da da dee da hada hada da da ha da da dee da hada hada da da ha da da dee da hada hada da da ha da da dee da hada hada da da ha da da dee da hada hada da da ha da da dee da hada hada da daeverybodys got a little light under the sun under the sun under the sun under the sun under the sun under the sun under the sun under the sun under the sun,1,Party,Anusha
1,my sharona,the knack,1979,ooh my little pretty one my pretty one when you gonna give me some time sharona ooh you make my motor run my motor run got it coming off o the line sharona never gonna stop give it up such a dirty mind i always get it up for the touch of the younger kind my my my aye aye whoa mmmmy sharona come a little closer huh awill ya huh close enough to look in my eyes sharona keeping it a mystery it gets to me running down the length of my thigh sharonanever gonna stop give it up such a dirty mind i always get it up for the touch of the younger kind my my my ayeaye whoa mmmmy sharona mmmmy sharona when you gonna give to me a gift to me is it just a matter of time sharona is it dddestiny ddestiny or is it just a game in my mind sharona never gonna stop give it up such a dirty mind i always get it up for the touch of the younger kind my my my aye aye whoa mmmmmmmmy my my aye aye whoa mmmmy sharona mmmmy sharona mmmmy sharona mmmmy sharona oooooooohhh my sharona oooooooohhh my sharona oooooooohhh my sharona,1,Party,Anusha
2,bad girls,donna summer,1979,bad girls talking about the sad girls sad girls talking about bad girls yeah see them out on the street at night walkin picking up on all kinds of strangers if the price is right you cant score if youre pockets tight but you want a good time you ask yourself who they are like everybody else they come from near and far bad girls talking about the sad girls sad girls talking about bad girls yeah friday night and the strip is hot suns gone down and theyre out to trot spirits high and legs look hot do you want to get down now dont you ask yourself who they are like everybody else they want to be a star bad girls sad girls youre such a dirty bad girl beep beep uh uh youre bad girl youre sad girl youre such a dirty bad girl beep beep uh uhnow you and me were both the same but you call yourself by different names now your mama wont like it when she finds out that her girl is out at nighthey mister have you got a dime mister do you want to spent some time oh yeah i got what you want you got what i need ill be your baby come and spend it on me hey mister i spend some time with youwith you with you bad girls bad girls talking aboud bad girls sad girlshey hey mister,1,Party,Anusha
3,le freak,chic,1979,ah freak out le freak cest chichave you heard about the new dance craze listen to us im sure youll be amazed big fun to be had by everyone its up to you it surely can be done young and old are doing it im told just one try and you too will be sold its called le freak theyre doing it night and day allow us well show you the wayah freak out le freak cest chic all that pressure got you down has your head spinning all around feel the rhythm check the ride come on along and have a real good time like the days of stopping at the savoy now we freak oh what a joy just come on down to fifty four find a spot out on the floorah freak out le freak cest chicnow freak i said freak now freak all that pressure got you down has your head spinning all around feel the rhythm check the ride come on along and have a real good time like the days of stopping at the savoy now we freak oh what a joy just come on down to fifty four find a spot out on the floor ah freak out le freak cest chic,1,Party,Anusha
